position,team_name,points,league_name,season
9,Cagliari Calcio,53,Serie A,2008
10,SS Lazio,50,Serie A,2008
11,Atalanta BC,47,Serie A,2008
12,SSC Napoli,46,Serie A,2008
13,UC Sampdoria,46,Serie A,2008
14,AC Siena,44,Serie A,2008
15,Catania SSD,43,Serie A,2008
16,Chievo Verona,38,Serie A,2008
17,Bologna FC 1909,37,Serie A,2008
18,Torino FC,34,Serie A,2008
19,Reggina Calcio,31,Serie A,2008
20,US Lecce,30,Serie A,2008
1,AZ Alkmaar,80,Eredivisie,2008
2,Twente FC,69,Eredivisie,2008
3,Ajax Amsterdam,68,Eredivisie,2008
4,PSV Eindhoven,65,Eredivisie,2008
5,SC Heerenveen,60,Eredivisie,2008
6,FC Groningen,56,Eredivisie,2008
7,Feyenoord Rotterdam,45,Eredivisie,2008
8,NAC Breda,45,Eredivisie,2008
9,FC Utrecht,44,Eredivisie,2008
10,Vitesse Arnhem,43,Eredivisie,2008
11,NEC Nijmegen,42,Eredivisie,2008
12,Willem II Tilburg,37,Eredivisie,2008
13,Sparta Rotterdam,35,Eredivisie,2008
14,ADO Den Haag,32,Eredivisie,2008
15,Heracles Almelo,32,Eredivisie,2008
16,Roda JC Kerkrade,30,Eredivisie,2008
17,De Graafschap Doetinchem,30,Eredivisie,2008
18,FC Volendam,29,Eredivisie,2008
1,FC Porto,70,Liga Nos,2008
2,Sporting CP,66,Liga Nos,2008
3,SL Benfica,59,Liga Nos,2008
4,CD Nacional,52,Liga Nos,2008
5,SC Braga,50,Liga Nos,2008
6,Leixões SC,46,Liga Nos,2008
7,Académica Coimbra,39,Liga Nos,2008
8,Vitória Guimarães SC,38,Liga Nos,2008
9,Marítimo,37,Liga Nos,2008
10,Clube Futebol Estrela da Amadora,34,Liga Nos,2008
11,FC Paços de Ferreira,32,Liga Nos,2008
12,Rio Ave FC,30,Liga Nos,2008
13,Naval 1º de Maio,29,Liga Nos,2008
14,Vitória Setúbal FC,26,Liga Nos,2008
15,Belenenses,24,Liga Nos,2008
16,CD Trofense,23,Liga Nos,2008
1,FC Barcelona,87,Primera Division,2008
2,Real Madrid,78,Primera Division,2008
3,Sevilla FC,70,Primera Division,2008
4,Atlético de Madrid,67,Primera Division,2008
5,Villarreal CF,65,Primera Division,2008
6,Valencia CF,62,Primera Division,2008
7,Deportivo de La Coruña,58,Primera Division,2008
8,Málaga CF,55,Primera Division,2008
9,RCD Mallorca,51,Primera Division,2008
10,RCD Espanyol Barcelona,47,Primera Division,2008
11,UD Almería,46,Primera Division,2008
12,Racing Santander,46,Primera Division,2008
13,Athletic Bilbao,44,Primera Division,2008
14,Sporting Gijón,43,Primera Division,2008
15,CA Osasuna,43,Primera Division,2008
16,Real Valladolid CF,43,Primera Division,2008
17,Getafe CF,42,Primera Division,2008
18,Real Betis Balompié,42,Primera Division,2008
19,CD Numancia,35,Primera Division,2008
20,Recreativo Huelva,33,Primera Division,2008
1,Chelsea FC,86,Premier League,2009
2,Manchester United,85,Premier League,2009
3,Arsenal FC,75,Premier League,2009
4,Tottenham Hotspur,70,Premier League,2009
5,Manchester City,67,Premier League,2009
6,Aston Villa,64,Premier League,2009
7,Liverpool FC,63,Premier League,2009
8,Everton FC,61,Premier League,2009
9,Birmingham City,50,Premier League,2009
10,Blackburn Rovers,50,Premier League,2009
11,Stoke City,47,Premier League,2009
12,Fulham FC,46,Premier League,2009
13,Sunderland AFC,44,Premier League,2009
14,Bolton Wanderers,39,Premier League,2009
15,Wolverhampton Wanderers,38,Premier League,2009
16,Wigan Athletic,36,Premier League,2009
17,West Ham United,35,Premier League,2009
18,Burnley FC,30,Premier League,2009
19,Hull City,30,Premier League,2009
20,Portsmouth FC,19,Premier League,2009
1,Olympique Marseille,78,Ligue 1,2009
2,Olympique Lyon,72,Ligue 1,2009
3,AJ Auxerre,71,Ligue 1,2009
4,LOSC Lille,70,Ligue 1,2009
5,Montpellier HSC,69,Ligue 1,2009
6,FC Girondins Bordeaux,64,Ligue 1,2009
7,FC Lorient,58,Ligue 1,2009
8,AS Monaco,55,Ligue 1,2009
9,Stade Rennais FC,53,Ligue 1,2009
10,Valenciennes FC,52,Ligue 1,2009
11,RC Lens,48,Ligue 1,2009
12,AS Nancy-Lorraine,48,Ligue 1,2009
13,Paris Saint-Germain,47,Ligue 1,2009
14,FC Toulouse,47,Ligue 1,2009
15,OGC Nice,44,Ligue 1,2009
16,FC Sochaux-Montbéliard,41,Ligue 1,2009
17,AS Saint-Étienne,40,Ligue 1,2009
18,Le Mans Union Club 72,32,Ligue 1,2009
19,US Boulogne,31,Ligue 1,2009
20,Grenoble Foot 38,23,Ligue 1,2009
1,Bayern Munich,70,1 Bundesliga,2009
2,FC Schalke 04,65,1 Bundesliga,2009
3,SV Werder Bremen,61,1 Bundesliga,2009
4,Bayer 04 Leverkusen,59,1 Bundesliga,2009
5,Borussia Dortmund,57,1 Bundesliga,2009
6,VfB Stuttgart,55,1 Bundesliga,2009
7,Hamburger SV,52,1 Bundesliga,2009
8,VfL Wolfsburg,50,1 Bundesliga,2009
9,1.FSV Mainz 05,47,1 Bundesliga,2009
10,Eintracht Frankfurt,46,1 Bundesliga,2009
11,TSG 1899 Hoffenheim,42,1 Bundesliga,2009
12,Borussia Mönchengladbach,39,1 Bundesliga,2009
13,1. FC Köln,38,1 Bundesliga,2009
14,SC Freiburg,35,1 Bundesliga,2009
15,Hannover 96,33,1 Bundesliga,2009
16,1.FC Nuremberg,31,1 Bundesliga,2009
17,VfL Bochum,28,1 Bundesliga,2009
18,Hertha BSC,24,1 Bundesliga,2009
1,Inter,82,Serie A,2009
2,AS Roma,80,Serie A,2009
3,AC Milan,70,Serie A,2009
4,UC Sampdoria,67,Serie A,2009
5,US Palermo,65,Serie A,2009
6,SSC Napoli,59,Serie A,2009
7,Juventus FC,55,Serie A,2009
8,Parma Calcio 1913,52,Serie A,2009
9,Genoa CFC,51,Serie A,2009
10,AS Bari,50,Serie A,2009
11,ACF Fiorentina,47,Serie A,2009
12,SS Lazio,46,Serie A,2009
13,Catania SSD,45,Serie A,2009
14,Chievo Verona,44,Serie A,2009
15,Udinese Calcio,44,Serie A,2009
16,Cagliari Calcio,44,Serie A,2009
17,Bologna FC 1909,42,Serie A,2009
18,Atalanta BC,35,Serie A,2009
19,AC Siena,31,Serie A,2009
20,AS Livorno,29,Serie A,2009
1,Twente FC,86,Eredivisie,2009
2,Ajax Amsterdam,85,Eredivisie,2009
3,PSV Eindhoven,78,Eredivisie,2009
4,Feyenoord Rotterdam,63,Eredivisie,2009
5,AZ Alkmaar,62,Eredivisie,2009
6,Heracles Almelo,56,Eredivisie,2009
7,FC Utrecht,53,Eredivisie,2009
8,FC Groningen,49,Eredivisie,2009
9,Roda JC Kerkrade,47,Eredivisie,2009
10,NAC Breda,46,Eredivisie,2009
11,SC Heerenveen,37,Eredivisie,2009
12,VVV-Venlo,35,Eredivisie,2009
13,NEC Nijmegen,33,Eredivisie,2009
14,Vitesse Arnhem,32,Eredivisie,2009
15,ADO Den Haag,30,Eredivisie,2009
16,Sparta Rotterdam,26,Eredivisie,2009
17,Willem II Tilburg,23,Eredivisie,2009
18,RKC Waalwijk,15,Eredivisie,2009
1,SL Benfica,76,Liga Nos,2009
2,SC Braga,71,Liga Nos,2009
3,FC Porto,68,Liga Nos,2009
4,Sporting CP,48,Liga Nos,2009
5,Marítimo,41,Liga Nos,2009
6,Vitória Guimarães SC,41,Liga Nos,2009
7,CD Nacional,39,Liga Nos,2009
8,Naval 1º de Maio,36,Liga Nos,2009
9,FC Paços de Ferreira,35,Liga Nos,2009
10,União de Leiria,35,Liga Nos,2009
11,Académica Coimbra,33,Liga Nos,2009
12,Rio Ave FC,31,Liga Nos,2009
13,SC Olhanense,29,Liga Nos,2009
14,Vitória Setúbal FC,25,Liga Nos,2009
15,Belenenses,23,Liga Nos,2009
16,Leixões SC,21,Liga Nos,2009
1,FC Barcelona,99,Primera Division,2009
2,Real Madrid,96,Primera Division,2009
3,Valencia CF,71,Primera Division,2009
4,Sevilla FC,63,Primera Division,2009
5,RCD Mallorca,62,Primera Division,2009
6,Getafe CF,58,Primera Division,2009
7,Villarreal CF,56,Primera Division,2009
8,Athletic Bilbao,54,Primera Division,2009
9,Atlético de Madrid,47,Primera Division,2009
10,Deportivo de La Coruña,47,Primera Division,2009
11,RCD Espanyol Barcelona,44,Primera Division,2009
12,CA Osasuna,43,Primera Division,2009
13,UD Almería,42,Primera Division,2009
14,Real Zaragoza,41,Primera Division,2009
15,Sporting Gijón,40,Primera Division,2009
16,Racing Santander,39,Primera Division,2009
17,Málaga CF,37,Primera Division,2009
18,Real Valladolid CF,36,Primera Division,2009
19,CD Tenerife,36,Primera Division,2009
20,Xerez CD,34,Primera Division,2009
1,Manchester United,80,Premier League,2010
2,Chelsea FC,71,Premier League,2010
3,Manchester City,71,Premier League,2010
4,Arsenal FC,68,Premier League,2010
5,Tottenham Hotspur,62,Premier League,2010
6,Liverpool FC,58,Premier League,2010
7,Everton FC,54,Premier League,2010
8,Fulham FC,49,Premier League,2010
9,Aston Villa,48,Premier League,2010
10,Sunderland AFC,47,Premier League,2010
11,West Bromwich Albion,47,Premier League,2010
12,Newcastle United,46,Premier League,2010
13,Stoke City,46,Premier League,2010
14,Bolton Wanderers,46,Premier League,2010
15,Blackburn Rovers,43,Premier League,2010
16,Wigan Athletic,42,Premier League,2010
17,Wolverhampton Wanderers,40,Premier League,2010
18,Birmingham City,39,Premier League,2010
19,Blackpool FC,39,Premier League,2010
20,West Ham United,33,Premier League,2010
1,LOSC Lille,76,Ligue 1,2010
2,Olympique Marseille,68,Ligue 1,2010
3,Olympique Lyon,64,Ligue 1,2010
4,Paris Saint-Germain,60,Ligue 1,2010
5,FC Sochaux-Montbéliard,58,Ligue 1,2010
6,Stade Rennais FC,56,Ligue 1,2010
7,FC Girondins Bordeaux,51,Ligue 1,2010
8,FC Toulouse,50,Ligue 1,2010
9,AJ Auxerre,49,Ligue 1,2010
10,AS Saint-Étienne,49,Ligue 1,2010
11,FC Lorient,49,Ligue 1,2010
12,Valenciennes FC,48,Ligue 1,2010
13,AS Nancy-Lorraine,48,Ligue 1,2010
14,Montpellier HSC,47,Ligue 1,2010
15,SM Caen,46,Ligue 1,2010
16,Stade Brestois 29,46,Ligue 1,2010
17,OGC Nice,46,Ligue 1,2010
18,AS Monaco,44,Ligue 1,2010
19,RC Lens,35,Ligue 1,2010
20,AC Arles-Avignon,20,Ligue 1,2010
1,Borussia Dortmund,75,1 Bundesliga,2010
2,Bayer 04 Leverkusen,68,1 Bundesliga,2010
3,Bayern Munich,65,1 Bundesliga,2010
4,Hannover 96,60,1 Bundesliga,2010
5,1.FSV Mainz 05,58,1 Bundesliga,2010
6,1.FC Nuremberg,47,1 Bundesliga,2010
7,1.FC Kaiserslautern,46,1 Bundesliga,2010
8,Hamburger SV,45,1 Bundesliga,2010
9,SC Freiburg,44,1 Bundesliga,2010
10,1. FC Köln,44,1 Bundesliga,2010
11,TSG 1899 Hoffenheim,43,1 Bundesliga,2010
12,VfB Stuttgart,42,1 Bundesliga,2010
13,SV Werder Bremen,41,1 Bundesliga,2010
14,FC Schalke 04,40,1 Bundesliga,2010
15,VfL Wolfsburg,38,1 Bundesliga,2010
16,Borussia Mönchengladbach,36,1 Bundesliga,2010
17,Eintracht Frankfurt,34,1 Bundesliga,2010
18,FC St. Pauli,29,1 Bundesliga,2010
1,AC Milan,82,Serie A,2010
2,Inter,76,Serie A,2010
3,SSC Napoli,70,Serie A,2010
4,Udinese Calcio,66,Serie A,2010
5,SS Lazio,66,Serie A,2010
6,AS Roma,63,Serie A,2010
7,Juventus FC,58,Serie A,2010
8,US Palermo,56,Serie A,2010
9,ACF Fiorentina,51,Serie A,2010
10,Genoa CFC,51,Serie A,2010
11,Chievo Verona,46,Serie A,2010
12,Parma Calcio 1913,46,Serie A,2010
13,Catania SSD,46,Serie A,2010
14,Cagliari Calcio,45,Serie A,2010
15,AC Cesena,43,Serie A,2010
16,Bologna FC 1909,42,Serie A,2010
17,US Lecce,41,Serie A,2010
18,UC Sampdoria,36,Serie A,2010
19,Brescia Calcio,32,Serie A,2010
20,AS Bari,24,Serie A,2010
1,Ajax Amsterdam,73,Eredivisie,2010
2,Twente FC,71,Eredivisie,2010
3,PSV Eindhoven,69,Eredivisie,2010
4,AZ Alkmaar,59,Eredivisie,2010
5,FC Groningen,57,Eredivisie,2010
6,Roda JC Kerkrade,55,Eredivisie,2010
7,ADO Den Haag,54,Eredivisie,2010
8,Heracles Almelo,49,Eredivisie,2010
9,FC Utrecht,47,Eredivisie,2010
10,Feyenoord Rotterdam,44,Eredivisie,2010
11,NEC Nijmegen,43,Eredivisie,2010
12,SC Heerenveen,41,Eredivisie,2010
13,NAC Breda,40,Eredivisie,2010
14,De Graafschap Doetinchem,38,Eredivisie,2010
15,Vitesse Arnhem,35,Eredivisie,2010
16,Excelsior,35,Eredivisie,2010
17,VVV-Venlo,21,Eredivisie,2010
18,Willem II Tilburg,15,Eredivisie,2010
1,FC Porto,84,Liga Nos,2010
2,SL Benfica,63,Liga Nos,2010
3,Sporting CP,48,Liga Nos,2010
4,SC Braga,46,Liga Nos,2010
5,Vitória Guimarães SC,43,Liga Nos,2010
6,CD Nacional,42,Liga Nos,2010
7,FC Paços de Ferreira,41,Liga Nos,2010
8,Rio Ave FC,38,Liga Nos,2010
9,Marítimo,35,Liga Nos,2010
10,União de Leiria,35,Liga Nos,2010
11,SC Olhanense,34,Liga Nos,2010
12,Vitória Setúbal FC,34,Liga Nos,2010
13,SC Beira-Mar,33,Liga Nos,2010
14,Académica Coimbra,30,Liga Nos,2010
15,Portimonense SC,25,Liga Nos,2010
16,Naval 1º de Maio,23,Liga Nos,2010
1,FC Barcelona,96,Primera Division,2010
2,Real Madrid,92,Primera Division,2010
3,Valencia CF,71,Primera Division,2010
4,Villarreal CF,62,Primera Division,2010
5,Sevilla FC,58,Primera Division,2010
6,Athletic Bilbao,58,Primera Division,2010
7,Atlético de Madrid,58,Primera Division,2010
8,RCD Espanyol Barcelona,49,Primera Division,2010
9,CA Osasuna,47,Primera Division,2010
10,Sporting Gijón,47,Primera Division,2010
11,Málaga CF,46,Primera Division,2010
12,Racing Santander,46,Primera Division,2010
13,Real Zaragoza,45,Primera Division,2010
14,Levante UD,45,Primera Division,2010
15,Real Sociedad,45,Primera Division,2010
16,Getafe CF,44,Primera Division,2010
17,RCD Mallorca,44,Primera Division,2010
18,Deportivo de La Coruña,43,Primera Division,2010
19,Hércules CF,35,Primera Division,2010
20,UD Almería,30,Primera Division,2010
1,Manchester City,89,Premier League,2011
2,Manchester United,89,Premier League,2011
3,Arsenal FC,70,Premier League,2011
4,Tottenham Hotspur,69,Premier League,2011
5,Newcastle United,65,Premier League,2011
6,Chelsea FC,64,Premier League,2011
7,Everton FC,56,Premier League,2011
8,Liverpool FC,52,Premier League,2011
9,Fulham FC,52,Premier League,2011
10,West Bromwich Albion,47,Premier League,2011
11,Swansea City,47,Premier League,2011
12,Norwich City,47,Premier League,2011
13,Sunderland AFC,45,Premier League,2011
14,Stoke City,45,Premier League,2011
15,Wigan Athletic,43,Premier League,2011
16,Aston Villa,38,Premier League,2011
17,Queens Park Rangers,37,Premier League,2011
18,Bolton Wanderers,36,Premier League,2011
19,Blackburn Rovers,31,Premier League,2011
20,Wolverhampton Wanderers,25,Premier League,2011
1,Montpellier HSC,82,Ligue 1,2011
2,Paris Saint-Germain,79,Ligue 1,2011
3,LOSC Lille,74,Ligue 1,2011
4,Olympique Lyon,64,Ligue 1,2011
5,FC Girondins Bordeaux,61,Ligue 1,2011
6,Stade Rennais FC,60,Ligue 1,2011
7,AS Saint-Étienne,57,Ligue 1,2011
8,FC Toulouse,56,Ligue 1,2011
9,FC Évian Thonon Gaillard,50,Ligue 1,2011
10,Olympique Marseille,48,Ligue 1,2011
11,AS Nancy-Lorraine,45,Ligue 1,2011
12,Valenciennes FC,43,Ligue 1,2011
13,OGC Nice,42,Ligue 1,2011
14,FC Sochaux-Montbéliard,42,Ligue 1,2011
15,Stade Brestois 29,41,Ligue 1,2011
16,AC Ajaccio,41,Ligue 1,2011
17,FC Lorient,39,Ligue 1,2011
18,SM Caen,38,Ligue 1,2011
19,Dijon FCO,36,Ligue 1,2011
20,AJ Auxerre,34,Ligue 1,2011
1,Borussia Dortmund,81,1 Bundesliga,2011
2,Bayern Munich,73,1 Bundesliga,2011
3,FC Schalke 04,64,1 Bundesliga,2011
4,Borussia Mönchengladbach,60,1 Bundesliga,2011
5,Bayer 04 Leverkusen,54,1 Bundesliga,2011
6,VfB Stuttgart,53,1 Bundesliga,2011
7,Hannover 96,48,1 Bundesliga,2011
8,VfL Wolfsburg,44,1 Bundesliga,2011
9,SV Werder Bremen,42,1 Bundesliga,2011
10,1.FC Nuremberg,42,1 Bundesliga,2011
11,TSG 1899 Hoffenheim,41,1 Bundesliga,2011
12,SC Freiburg,40,1 Bundesliga,2011
13,1.FSV Mainz 05,39,1 Bundesliga,2011
14,FC Augsburg,38,1 Bundesliga,2011
15,Hamburger SV,36,1 Bundesliga,2011
16,Hertha BSC,31,1 Bundesliga,2011
17,1. FC Köln,30,1 Bundesliga,2011
18,1.FC Kaiserslautern,23,1 Bundesliga,2011
1,Juventus FC,84,Serie A,2011
2,AC Milan,80,Serie A,2011
3,Udinese Calcio,64,Serie A,2011
4,SS Lazio,62,Serie A,2011
5,SSC Napoli,61,Serie A,2011
6,Inter,58,Serie A,2011
7,AS Roma,56,Serie A,2011
8,Parma Calcio 1913,56,Serie A,2011
9,Bologna FC 1909,51,Serie A,2011
10,Chievo Verona,49,Serie A,2011
11,Catania SSD,48,Serie A,2011
12,Atalanta BC,46,Serie A,2011
13,ACF Fiorentina,46,Serie A,2011
14,AC Siena,44,Serie A,2011
15,Cagliari Calcio,43,Serie A,2011
16,US Palermo,43,Serie A,2011
17,Genoa CFC,42,Serie A,2011
18,US Lecce,36,Serie A,2011
19,Novara Calcio 1908,32,Serie A,2011
20,AC Cesena,22,Serie A,2011
1,Ajax Amsterdam,76,Eredivisie,2011
2,Feyenoord Rotterdam,70,Eredivisie,2011
3,PSV Eindhoven,69,Eredivisie,2011
4,AZ Alkmaar,65,Eredivisie,2011
5,SC Heerenveen,64,Eredivisie,2011
6,Twente FC,60,Eredivisie,2011
7,Vitesse Arnhem,53,Eredivisie,2011
8,NEC Nijmegen,45,Eredivisie,2011
9,RKC Waalwijk,45,Eredivisie,2011
10,Roda JC Kerkrade,44,Eredivisie,2011
11,FC Utrecht,43,Eredivisie,2011
12,Heracles Almelo,40,Eredivisie,2011
13,NAC Breda,38,Eredivisie,2011
14,FC Groningen,37,Eredivisie,2011
15,ADO Den Haag,32,Eredivisie,2011
16,VVV-Venlo,31,Eredivisie,2011
17,De Graafschap Doetinchem,24,Eredivisie,2011
18,Excelsior,19,Eredivisie,2011
1,FC Porto,75,Liga Nos,2011
2,SL Benfica,69,Liga Nos,2011
3,SC Braga,62,Liga Nos,2011
4,Sporting CP,59,Liga Nos,2011
5,Marítimo,50,Liga Nos,2011
6,Vitória Guimarães SC,45,Liga Nos,2011
7,CD Nacional,44,Liga Nos,2011
8,SC Olhanense,39,Liga Nos,2011
9,Gil Vicente FC,34,Liga Nos,2011
10,FC Paços de Ferreira,31,Liga Nos,2011
11,Vitória Setúbal FC,30,Liga Nos,2011
12,Académica Coimbra,29,Liga Nos,2011
13,SC Beira-Mar,29,Liga Nos,2011
14,Rio Ave FC,28,Liga Nos,2011
15,CD Feirense,24,Liga Nos,2011
16,União de Leiria,19,Liga Nos,2011
1,Real Madrid,100,Primera Division,2011
2,FC Barcelona,91,Primera Division,2011
3,Valencia CF,61,Primera Division,2011
4,Málaga CF,58,Primera Division,2011
5,Atlético de Madrid,56,Primera Division,2011
6,Levante UD,55,Primera Division,2011
7,CA Osasuna,54,Primera Division,2011
8,RCD Mallorca,52,Primera Division,2011
9,Sevilla FC,50,Primera Division,2011
10,Athletic Bilbao,49,Primera Division,2011
11,Getafe CF,47,Primera Division,2011
12,Real Sociedad,47,Primera Division,2011
13,Real Betis Balompié,47,Primera Division,2011
14,RCD Espanyol Barcelona,46,Primera Division,2011
15,Rayo Vallecano,43,Primera Division,2011
16,Real Zaragoza,43,Primera Division,2011
17,Granada CF,42,Primera Division,2011
18,Villarreal CF,41,Primera Division,2011
19,Sporting Gijón,37,Primera Division,2011
20,Racing Santander,27,Primera Division,2011
1,Manchester United,89,Premier League,2012
2,Manchester City,78,Premier League,2012
3,Chelsea FC,75,Premier League,2012
4,Arsenal FC,73,Premier League,2012
5,Tottenham Hotspur,72,Premier League,2012
6,Everton FC,63,Premier League,2012
7,Liverpool FC,61,Premier League,2012
8,West Bromwich Albion,49,Premier League,2012
9,Swansea City,46,Premier League,2012
10,West Ham United,46,Premier League,2012
11,Norwich City,44,Premier League,2012
12,Fulham FC,43,Premier League,2012
13,Stoke City,42,Premier League,2012
14,Southampton FC,41,Premier League,2012
15,Aston Villa,41,Premier League,2012
16,Newcastle United,41,Premier League,2012
17,Sunderland AFC,39,Premier League,2012
18,Wigan Athletic,36,Premier League,2012
19,Reading FC,28,Premier League,2012
20,Queens Park Rangers,25,Premier League,2012
1,Paris Saint-Germain,83,Ligue 1,2012
2,Olympique Marseille,71,Ligue 1,2012
3,Olympique Lyon,67,Ligue 1,2012
4,OGC Nice,64,Ligue 1,2012
5,AS Saint-Étienne,63,Ligue 1,2012
6,LOSC Lille,62,Ligue 1,2012
7,FC Girondins Bordeaux,55,Ligue 1,2012
8,FC Lorient,53,Ligue 1,2012
9,Montpellier HSC,52,Ligue 1,2012
10,FC Toulouse,51,Ligue 1,2012
11,Valenciennes FC,48,Ligue 1,2012
12,SC Bastia,47,Ligue 1,2012
13,Stade Rennais FC,46,Ligue 1,2012
14,Stade Reims,43,Ligue 1,2012
15,FC Sochaux-Montbéliard,41,Ligue 1,2012
16,FC Évian Thonon Gaillard,40,Ligue 1,2012
17,AC Ajaccio,40,Ligue 1,2012
18,AS Nancy-Lorraine,38,Ligue 1,2012
19,Troyes,37,Ligue 1,2012
20,Stade Brestois 29,29,Ligue 1,2012
1,Bayern Munich,91,1 Bundesliga,2012
2,Borussia Dortmund,66,1 Bundesliga,2012
3,Bayer 04 Leverkusen,65,1 Bundesliga,2012
4,FC Schalke 04,55,1 Bundesliga,2012
5,SC Freiburg,51,1 Bundesliga,2012
6,Eintracht Frankfurt,51,1 Bundesliga,2012
7,Hamburger SV,48,1 Bundesliga,2012
8,Borussia Mönchengladbach,47,1 Bundesliga,2012
9,Hannover 96,45,1 Bundesliga,2012
10,1.FC Nuremberg,44,1 Bundesliga,2012
11,VfL Wolfsburg,43,1 Bundesliga,2012
12,VfB Stuttgart,43,1 Bundesliga,2012
13,1.FSV Mainz 05,42,1 Bundesliga,2012
14,SV Werder Bremen,34,1 Bundesliga,2012
15,FC Augsburg,33,1 Bundesliga,2012
16,TSG 1899 Hoffenheim,31,1 Bundesliga,2012
17,Fortuna Düsseldorf,30,1 Bundesliga,2012
18,SpVgg Greuther Fürth,21,1 Bundesliga,2012
1,Juventus FC,87,Serie A,2012
2,SSC Napoli,78,Serie A,2012
3,AC Milan,72,Serie A,2012
4,ACF Fiorentina,70,Serie A,2012
5,Udinese Calcio,66,Serie A,2012
6,AS Roma,62,Serie A,2012
7,SS Lazio,61,Serie A,2012
8,Catania SSD,56,Serie A,2012
9,Inter,54,Serie A,2012
10,Parma Calcio 1913,49,Serie A,2012
11,Cagliari Calcio,47,Serie A,2012
12,Chievo Verona,45,Serie A,2012
13,Bologna FC 1909,44,Serie A,2012
14,UC Sampdoria,42,Serie A,2012
15,Atalanta BC,40,Serie A,2012
16,Torino FC,39,Serie A,2012
17,Genoa CFC,38,Serie A,2012
18,US Palermo,32,Serie A,2012
19,AC Siena,30,Serie A,2012
20,Pescara,22,Serie A,2012
1,Ajax Amsterdam,76,Eredivisie,2012
2,PSV Eindhoven,69,Eredivisie,2012
3,Feyenoord Rotterdam,69,Eredivisie,2012
4,Vitesse Arnhem,64,Eredivisie,2012
5,FC Utrecht,63,Eredivisie,2012
6,Twente FC,62,Eredivisie,2012
7,FC Groningen,43,Eredivisie,2012
8,SC Heerenveen,42,Eredivisie,2012
9,ADO Den Haag,40,Eredivisie,2012
10,AZ Alkmaar,39,Eredivisie,2012
11,PEC Zwolle,39,Eredivisie,2012
12,Heracles Almelo,38,Eredivisie,2012
13,NAC Breda,38,Eredivisie,2012
14,RKC Waalwijk,37,Eredivisie,2012
15,NEC Nijmegen,37,Eredivisie,2012
16,Roda JC Kerkrade,33,Eredivisie,2012
17,VVV-Venlo,28,Eredivisie,2012
18,Willem II Tilburg,23,Eredivisie,2012
1,FC Porto,78,Liga Nos,2012
2,SL Benfica,77,Liga Nos,2012
3,FC Paços de Ferreira,54,Liga Nos,2012
4,SC Braga,52,Liga Nos,2012
5,GD Estoril Praia,45,Liga Nos,2012
6,Sporting CP,42,Liga Nos,2012
7,Rio Ave FC,42,Liga Nos,2012
8,CD Nacional,40,Liga Nos,2012
9,Vitória Guimarães SC,40,Liga Nos,2012
10,Marítimo,38,Liga Nos,2012
11,Académica Coimbra,28,Liga Nos,2012
12,Vitória Setúbal FC,26,Liga Nos,2012
13,SC Olhanense,25,Liga Nos,2012
14,Gil Vicente FC,25,Liga Nos,2012
15,Moreirense FC,24,Liga Nos,2012
16,SC Beira-Mar,23,Liga Nos,2012
1,FC Barcelona,100,Primera Division,2012
2,Real Madrid,85,Primera Division,2012
3,Atlético de Madrid,76,Primera Division,2012
4,Real Sociedad,66,Primera Division,2012
5,Valencia CF,65,Primera Division,2012
6,Málaga CF,57,Primera Division,2012
7,Real Betis Balompié,56,Primera Division,2012
8,Rayo Vallecano,53,Primera Division,2012
9,Sevilla FC,50,Primera Division,2012
10,Getafe CF,47,Primera Division,2012
11,Levante UD,46,Primera Division,2012
12,Athletic Bilbao,45,Primera Division,2012
13,RCD Espanyol Barcelona,44,Primera Division,2012
14,Real Valladolid CF,43,Primera Division,2012
15,Granada CF,42,Primera Division,2012
16,CA Osasuna,39,Primera Division,2012
17,Celta de Vigo,37,Primera Division,2012
18,RCD Mallorca,36,Primera Division,2012
19,Deportivo de La Coruña,35,Primera Division,2012
20,Real Zaragoza,34,Primera Division,2012
1,Manchester City,86,Premier League,2013
2,Liverpool FC,84,Premier League,2013
3,Chelsea FC,82,Premier League,2013
4,Arsenal FC,79,Premier League,2013
5,Everton FC,72,Premier League,2013
6,Tottenham Hotspur,69,Premier League,2013
7,Manchester United,64,Premier League,2013
8,Southampton FC,56,Premier League,2013
9,Stoke City,50,Premier League,2013
10,Newcastle United,49,Premier League,2013
11,Crystal Palace,45,Premier League,2013
12,Swansea City,42,Premier League,2013
13,West Ham United,40,Premier League,2013
14,Sunderland AFC,38,Premier League,2013
15,Aston Villa,38,Premier League,2013
16,Hull City,37,Premier League,2013
17,West Bromwich Albion,36,Premier League,2013
18,Norwich City,33,Premier League,2013
19,Fulham FC,32,Premier League,2013
20,Cardiff City,30,Premier League,2013
1,Paris Saint-Germain,89,Ligue 1,2013
2,AS Monaco,80,Ligue 1,2013
3,LOSC Lille,71,Ligue 1,2013
4,AS Saint-Étienne,69,Ligue 1,2013
5,Olympique Lyon,61,Ligue 1,2013
6,Olympique Marseille,60,Ligue 1,2013
7,FC Girondins Bordeaux,53,Ligue 1,2013
8,FC Lorient,49,Ligue 1,2013
9,FC Toulouse,49,Ligue 1,2013
10,SC Bastia,49,Ligue 1,2013
11,Stade Reims,48,Ligue 1,2013
12,Stade Rennais FC,46,Ligue 1,2013
13,FC Nantes,46,Ligue 1,2013
14,FC Évian Thonon Gaillard,44,Ligue 1,2013
